No.,State,District,Market,Commodity,Variety,Grade,Arrival Date,Min Price,Max Price,Modal Price
1608,Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Tube Flower,Tube Flower,Local,01/03/2025,30000,40000,40000
1609,Tamil Nadu,Krishnagiri,Hosur(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,5000,6000,6000
1610,Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,1500,2000,2000
1611,Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,3000,3500,3500
1612,Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,4000,5000,5000
1613,Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,01/03/2025,5000,6000,6000
1614,Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,4000,5000,5000
1615,Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,3000,4000,4000
1616,Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,3500,4000,4000
1617,Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,12000,14000,14000
1618,Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Guava,Guava Alahabad,Local,01/03/2025,5500,6000,6000
1619,Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,2500,3000,3000
1620,Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,4500,5000,5000
1621,Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,4000,4400,4400
1622,Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,80000,1000,1000
1623,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,3000,4000,4000
1624,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,01/03/2025,6000,7000,7000
1625,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,01/03/2025,2400,3000,3000
1626,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,3400,3800,3800
1627,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Capsicum,Capsicum,Local,01/03/2025,4500,5000,5000
1628,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,4500,5000,5000
1629,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,4000,4400,4400
1630,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,3600,4000,4000
1631,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,1800,2000,2000
1632,Tamil Nadu,Madurai,Anaiyur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3600,4000,4000
1633,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,2000,2000,2000
1634,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Chili Red,Bold,Local,01/03/2025,24000,24000,24000
1635,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Colacasia,Colacasia,Local,01/03/2025,8000,8000,8000
1636,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,01/03/2025,3000,3000,3000
1637,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,6000,6000,6000
1638,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Green Peas,Green Peas,Local,01/03/2025,5000,6000,6000
1639,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Karbuja(Musk Melon),Karbhuja,Local,01/03/2025,4000,4000,4000
1640,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Marigold(Calcutta),Marigold(Calcutta),Local,01/03/2025,12000,12000,12000
1641,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,01/03/2025,3000,3000,3000
1642,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,2600,2600,2600
1643,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Mousambi(Sweet Lime),Mousambi,Local,01/03/2025,7000,7000,7000
1644,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3600,3600,3600
1645,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,01/03/2025,15000,15000,15000
1646,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,01/03/2025,18000,18000,18000
1647,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/03/2025,3000,3000,3000
1648,Tamil Nadu,Madurai,Anna nagar(Uzhavar Sandhai ),Water Melon,Water Melon,Local,01/03/2025,3000,3000,3000
1649,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,3600,3800,3800
1650,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,01/03/2025,1500,2500,2500
1651,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,01/03/2025,1600,1800,1800
1652,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,6500,6800,6800
1653,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,01/03/2025,2500,3000,3000
1654,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Lime,Lime,Local,01/03/2025,12000,13000,13000
1655,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,01/03/2025,22500,25000,25000
1656,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,5000,5400,5400
1657,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,4500,5000,5000
1658,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Soyabean,Local,Local,01/03/2025,7000,8000,8000
1659,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/03/2025,3000,4000,4000
1660,Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,01/03/2025,6500,7000,7000
1661,Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,3000,4000,4000
1662,Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Groundnut,Big (With Shell),Local,01/03/2025,6500,7000,7000
1663,Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,2400,3000,3000
1664,Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3800,4000,4000
1665,Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,2600,3600,3600
1666,Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,01/03/2025,3000,3600,3600
1667,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,3000,4000,4000
1668,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Apple,American,Local,01/03/2025,18000,20000,20000
1669,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,3000,4000,4000
1670,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,1500,2000,2000
1671,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,3000,4000,4000
1672,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Cabbage,Cabbage,Local,01/03/2025,1600,2000,2000
1673,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Garlic,Average,Local,01/03/2025,26000,30000,30000
1674,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Green Peas,Green Peas,Local,01/03/2025,4500,5000,5000
1675,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,6000,7000,7000
1676,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Lime,Lime,Local,01/03/2025,10000,12000,12000
1677,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,4000,4400,4400
1678,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,4000,5000,5000
1679,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,01/03/2025,1800,2000,2000
1680,Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1400,1600,1600
1681,Tamil Nadu,Madurai,Thirumangalam(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1400,1600,1600
1682,Tamil Nadu,Madurai,Usilampatty,Bitter gourd,Bitter Gourd,Local,01/03/2025,3000,3600,3600
1683,Tamil Nadu,Madurai,Usilampatty,Coconut,Coconut,Local,01/03/2025,6500,6800,6800
1684,Tamil Nadu,Madurai,Usilampatty,Coriander(Leaves),I Sort,Local,01/03/2025,4500,5000,5000
1685,Tamil Nadu,Madurai,Usilampatty,Drumstick,Drumstick,Local,01/03/2025,12000,14000,14000
1686,Tamil Nadu,Madurai,Usilampatty,Mint(Pudina),Mint(Pudina),Local,01/03/2025,2400,3000,3000
1687,Tamil Nadu,Madurai,Usilampatty,Onion,Bellary,Local,01/03/2025,4000,4400,4400
1688,Tamil Nadu,Madurai,Usilampatty,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3800,4000,4000
1689,Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,1500,2000,2000
1690,Tamil Nadu,Nagapattinam,Mayiladuthurai(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,3500,4000,4000
1691,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,1500,2000,2000
1692,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Amla(Nelli Kai),Amla,Local,01/03/2025,5000,5500,5500
1693,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,1500,2000,2000
1694,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,2500,3000,3000
1695,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,01/03/2025,4000,4500,4500
1696,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,01/03/2025,5000,5500,5500
1697,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,5000,6500,6500
1698,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,3500,4500,4500
1699,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,01/03/2025,2000,2800,2800
1700,Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1500,2000,2000
1701,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,2000,2500,2500
1702,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,5000,5000,5000
1703,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,4000,5000,5000
1704,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,2500,3000,3000
1705,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Cabbage,Cabbage,Local,01/03/2025,3000,3000,3000
1706,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,01/03/2025,3000,3000,3000
1707,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,6000,6000,6000
1708,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,2500,2500,2500
1709,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,5000,6000,6000
1710,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,01/03/2025,5000,6000,6000
1711,Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,1500,2000,2000
1712,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,5500,6000,6000
1713,Tamil Nadu,Nagercoil (Kannyiakumari),Myladi(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,6400,6500,6500
1714,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Brinjal,Round,Local,01/03/2025,5500,6000,6000
1715,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Cauliflower,Ranchi,Local,01/03/2025,3800,4000,4000
1716,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Colacasia,Colacasia,Local,01/03/2025,9000,10000,10000
1717,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Cowpea(Veg),Cowpea (Veg),Local,01/03/2025,3800,4000,4000
1718,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Lemon,Lemon,Local,01/03/2025,7000,8000,8000
1719,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Onion,Bellary,Local,01/03/2025,4200,4500,4500
1720,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Onion Green,Onion Green,Local,01/03/2025,5000,5500,5500
1721,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Potato,(Red Nanital),Local,01/03/2025,3200,3500,3500
1722,Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Snakeguard,Snakeguard,Local,01/03/2025,3800,4000,4000
1723,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Carrot,Pusakesar,Local,01/03/2025,6000,7000,7000
1724,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,3500,4000,4000
1725,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,5000,6000,6000
1726,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,3500,4500,4500
1727,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Tapioca,Tapioca,Local,01/03/2025,2000,2500,2500
1728,Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ),Water Melon,Water Melon,Local,01/03/2025,1200,1500,1500
1729,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,3200,3600,3600
1730,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,01/03/2025,6000,7000,7000
1731,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,01/03/2025,2600,3000,3000
1732,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,01/03/2025,7000,8000,8000
1733,Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,9000,10000,10000
1734,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,2500,3000,3000
1735,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Banana,Besrai,Local,01/03/2025,3500,4000,4000
1736,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,5000,5600,5600
1737,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,01/03/2025,50000,1000,1000
1738,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,2000,2400,2400
1739,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Cabbage,Cabbage,Local,01/03/2025,1500,1800,1800
1740,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,4000,4500,4500
1741,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,8000,10000,10000
1742,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,4000,4500,4500
1743,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,3500,4000,4000
1744,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2025,3500,4000,4000
1745,Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,2000,2500,2500
1746,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,01/03/2025,3500,4000,4000
1747,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,4500,5000,5000
1748,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,1500,2000,2000
1749,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Carrot,Pusakesar,Local,01/03/2025,7500,8000,8000
1750,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Chikoos(Sapota),Sapota,Local,01/03/2025,3500,4000,4000
1751,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Coconut,Coconut,Local,01/03/2025,5000,5800,5800
1752,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,01/03/2025,2000,2500,2500
1753,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,01/03/2025,3500,4000,4000
1754,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Raddish,Raddish,Local,01/03/2025,2500,3000,3000
1755,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,3500,4000,4000
1756,Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,2000,2200,2200
1757,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,2000,2500,2500
1758,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,3500,4000,4000
1759,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Brinjal,Round,Local,01/03/2025,2500,3000,3000
1760,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,3500,4000,4000
1761,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Custard Apple (Sharifa),Custard Apple(Sharifa),Local,01/03/2025,2500,3000,3000
1762,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,5500,6000,6000
1763,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Fig(Anjura/Anjeer),Anjura,Local,01/03/2025,11000,12000,12000
1764,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Papaya,Papaya,Local,01/03/2025,2500,3000,3000
1765,Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Thondekai,Thondekai,Local,01/03/2025,4500,5000,5000
1766,Tamil Nadu,Namakkal,Tiruchengode,Amaranthus,Amaranthus,Local,01/03/2025,2500,3000,3000
1767,Tamil Nadu,Namakkal,Tiruchengode,Chow Chow,Chow Chow,Local,01/03/2025,2500,3000,3000
1768,Tamil Nadu,Namakkal,Tiruchengode,Drumstick,Drumstick,Local,01/03/2025,8000,10000,10000
1769,Tamil Nadu,Namakkal,Tiruchengode,Maize,Deshi Red,Local,01/03/2025,2500,3000,3000
1770,Tamil Nadu,Namakkal,Tiruchengode,Onion,Bellary,Local,01/03/2025,4000,5000,5000
1771,Tamil Nadu,Namakkal,Tiruchengode,Onion Green,Onion Green,Local,01/03/2025,3000,4500,4500
1772,Tamil Nadu,Namakkal,Tiruchengode,Papaya,Papaya,Local,01/03/2025,2500,3000,3000
1773,Tamil Nadu,Namakkal,Tiruchengode,Raddish,Raddish,Local,01/03/2025,2000,2500,2500
1774,Tamil Nadu,Namakkal,Tiruchengode,Thondekai,Thondekai,Local,01/03/2025,5000,6000,6000
1775,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,1200,1200,1200
1776,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,4000,4000,4000
1777,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,01/03/2025,5600,5600,5600
1778,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,01/03/2025,4000,4000,4000
1779,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,01/03/2025,4000,4000,4000
1780,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,01/03/2025,6000,6000,6000
1781,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,3500,3500,3500
1782,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,01/03/2025,7600,7600,7600
1783,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Lemon,Lemon,Local,01/03/2025,8000,8000,8000
1784,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Pomegranate,Pomogranate,Local,01/03/2025,18000,22000,22000
1785,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,01/03/2025,4800,4800,4800
1786,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Tamarind Fruit,Tamarind Fruit,Local,01/03/2025,12000,12000,12000
1787,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,01/03/2025,4000,4000,4000
1788,Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Tomato,Deshi,Local,01/03/2025,2000,2000,2000
1789,Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,1000,1500,1500
1790,Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,3500,4000,4000
1791,Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,2000,2500,2500
1792,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Ashgourd,Gouard,Local,01/03/2025,1500,2000,2000
1793,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,2500,3000,3000
1794,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,01/03/2025,3500,4000,4000
1795,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Onion Green,Onion Green,Local,01/03/2025,4500,5000,5000
1796,Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Sweet Potato,Hosur Red,Local,01/03/2025,3500,4000,4000
1797,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,01/03/2025,1000,1500,1500
1798,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,01/03/2025,2500,3000,3000
1799,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Drumstick,Drumstick,Local,01/03/2025,6500,8000,8000
1800,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,01/03/2025,2000,3500,3500
1801,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2025,1500,2000,2000
1802,Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,01/03/2025,1000,2000,2000
1803,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,01/03/2025,2500,3000,3000
1804,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,01/03/2025,3000,4000,4000
1805,Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,01/03/2025,2500,3000,3000
